id_course,ville,depart,arrivee,duree_estimee,distance,prix_eco,prix_confort,prix_confort_plus,heure_plage,disponibilite_vehicules
997,Yaounde,Rue 4.761,Rue 4.895,6.0,0.0,750.0,800.0,,00h–01h,gris
998,Yaounde,Etoa Meki,Garantie Voyages Nsam,35.0,7.447,1700.0,2450.0,3050.0,11h–12h,vert
999,Yaounde,Petit Genie D'Ebom,Pharmacie de Simbock,17.0,4.538,950.0,1300.0,,21h–22h,jaune
1000,Yaounde,Hôpital de la Casse,Ordre Nationale Des Medecins,17.0,0.0,1500.0,1600.0,1950.0,20h–21h,vert
1001,Yaounde,Mvog Mbi,Marché de Mvog Betsi,24.0,5.862,1000.0,1450.0,2550.0,14h–15h,rouge
1002,Yaounde,Carrefour Market EKIE,Carrefour Bastos,32.0,9.314,1250.0,1900.0,3250.0,09h–10h,vert
1003,Yaounde,Rue Manfred Otto Fouda,BEAC,7.0,2.435,1000.0,1050.0,1150.0,01h–02h,jaune
1004,Yaounde,Men travelL agence,Mosquée de Ngousso,25.0,3.446,1500.0,1850.0,2300.0,18h–19h,jaune
1005,Yaounde,Santa Lucia Mvan,Marché d'Ekounou,14.0,6.81,950.0,1250.0,2050.0,20h–21h,vert
1006,Yaounde,Ministere des Finances,American School,6.0,2.317,500.0,650.0,850.0,11h–12h,vert
1007,Yaounde,Messassi-yaounde,Santa Barbara Solen,21.0,4.712,1200.0,,,09h–10h,gris
1008,Yaounde,Santa Barbara Solen,Chapelle Obili,24.0,11.423,2800.0,2950.0,3600.0,21h–22h,jaune
1009,Yaounde,Fecafoot,Aes Sonel,22.0,15.431,1700.0,2000.0,2600.0,17h–18h,vert
1010,Yaounde,Elig Essono,Pharmacie du Soleil,7.0,1.879,900.0,950.0,1050.0,22h–23h,vert
1011,Yaounde,Embassy of Belgium in Yaoundé,Société Nationale des Hydrocarbures,25.0,5.829,450.0,550.0,750.0,14h–15h,vert
1012,Yaounde,Elig Essono,Centre Médical la Cathédrale,6.0,1.79,850.0,900.0,950.0,21h–22h,vert
1013,Yaounde,Chapelle Nsimeyong,Garranty Express Biyemassi,7.0,1.594,750.0,850.0,1100.0,22h–23h,vert
1014,Yaounde,Odza Petit Marché,Mvolyé,17.0,7.46,1000.0,,,13h–14h,vert
1015,Yaounde,Polyclinique André Fouda,Chapelle de La Gloire du Christ,4.0,0.717,450.0,600.0,800.0,07h–08h,vert
1016,Yaounde,Petit Genie D'Ebom,Depot de Bois Damase,8.0,2.413,650.0,,,21h–22h,vert
1017,Yaounde,Camp SIC Olembé,Hôpital Général De Yaoundé,18.0,9.668,2450.0,2650.0,,23h–24h,vert
1018,Yaounde,Total,Entrée Facafoot,5.0,11.868,450.0,600.0,,16h–17h,vert
1019,Yaounde,Odza Petit Marché,Fokou Omnisport,30.0,12.413,1900.0,2700.0,4000.0,13h–14h,vert
1020,Yaounde,Terminus Odza,Rue 7.009,62.0,13.009,2850.0,,,06h–07h,vert
1021,Yaounde,Dépôt Guinness Ahala,A Messamedongo A L'église,10.0,3.066,900.0,1100.0,1500.0,21h–22h,jaune
1022,Yaounde,Ministere des Finances,Palais des Congrès,18.0,7.846,1150.0,1600.0,2000.0,08h–09h,vert
1023,Yaounde,Kazoo Dragage,Basilique Marie Reine des Apôtres,38.0,8.877,1900.0,,5200.0,12h–13h,jaune
1024,Yaounde,Kazoo Dragage,Fokou Etoudi,14.0,4.043,1800.0,2000.0,,12h–13h,vert
1025,Yaounde,Camp SIC Olembé,Yaoundé General Hospital,17.0,9.668,2400.0,2650.0,,23h–24h,vert
1026,Yaounde,Ekié Carrefour Six Morts,Brigade ODZA,11.0,3.51,850.0,1000.0,,20h–21h,jaune
1027,Yaounde,Rue 5.549,Fond National de l'Emploi,21.0,1.759,1800.0,,,13h–14h,vert
1028,Yaounde,Carrossel Temple de la Culture,Marché d'Ekounou,9.0,5.389,650.0,700.0,,13h–14h,vert
1029,Yaounde,Laboratoire Meka,Emana,18.0,4.245,1150.0,2400.0,2550.0,16h–17h,vert
1030,Yaounde,Lycee de la Cita Verte,Mendong Market,21.0,5.988,1900.0,2000.0,2600.0,07h–08h,vert
1031,Yaounde,Ngousso Santa Lucia,Lycée de Nkoleton,10.0,3.915,850.0,950.0,,08h–09h,jaune
1032,Yaounde,Elig Edzoa,Finexs Cameroun,28.0,11.642,2350.0,2800.0,3700.0,14h–15h,vert
1033,Yaounde,Ngoa Ekele,College la Retraite,8.0,7.031,2000.0,2200.0,2400.0,23h–24h,rouge
1034,Yaounde,Rue 5.549,Laboratoire Meka,19.0,4.196,,,2400.0,13h–14h,vert
1035,Yaounde,Chapelle Nsimeyong,Marie Wyss,4.0,0.784,950.0,1100.0,1200.0,22h–23h,jaune
1036,Yaounde,Mongale,Ispa Les Armandins,6.0,10.961,700.0,750.0,850.0,13h–14h,jaune
1037,Yaounde,Gendarmerie Nationale-Légion du Centre,Paroisse Saint Pierre,9.0,0.0,1150.0,,,15h–16h,vert
1038,Yaounde,Rue de Kondengui,Chapelle Essos,9.0,3.155,700.0,900.0,1200.0,15h–16h,vert
1039,Yaounde,Yaounde Omnisports,Pharmacie de la Chapelle,12.0,11.854,850.0,1150.0,1500.0,16h–17h,vert
1040,Yaounde,Kazoo Dragage,Pressing Etoa Meki,12.0,4.186,1950.0,,,12h–13h,vert
1041,Yaounde,Odza Petit Marché,Nkol Eton,34.0,12.884,1950.0,,,20h–21h,vert
1042,Yaounde,Messassi-yaounde,United Express,28.0,9.343,1800.0,,,09h–10h,gris
1043,Yaounde,Carrefour Bastos,Marché Madagascar,14.0,3.728,850.0,1200.0,1500.0,12h–13h,vert
1044,Yaounde,Kazoo Dragage,Le Jourdain,11.0,3.175,1600.0,2050.0,2100.0,12h–13h,vert
1045,Yaounde,Garantie Voyages Nsam,Le Fibi,31.0,6.928,,,3050.0,12h–13h,jaune
1046,Yaounde,Lycee de la Cita Verte,Odza Petit Marché,30.0,12.555,2750.0,,,07h–08h,jaune
1047,Yaounde,EFLC Paroisse de Mimboman,Chapelle Mvog Mbi,25.0,6.453,1200.0,,,03h–04h,vert
1048,Yaounde,Rue 4.523,Ambassade du Japon,26.0,5.181,1650.0,2200.0,,10h–11h,vert
1049,Yaounde,Rue 5.549,Meli Melo Hotel,20.0,3.011,1800.0,,,13h–14h,jaune
1050,Yaounde,Rue 5.549,Marché Messassi,22.0,13.09,1800.0,1900.0,1900.0,13h–14h,vert
1051,Yaounde,Dépôt Guinness Mvan,Carrefour Tropicana,10.0,7.895,800.0,1050.0,1400.0,20h–21h,vert
1052,Yaounde,Rue de Kondengui,Divine Restoration Chapel,8.0,16.556,500.0,600.0,850.0,14h–15h,vert
1053,Yaounde,Mvog Ada,Hôtel De Ville Yaounde Cuy,17.0,3.038,750.0,1050.0,1300.0,12h–13h,vert
1054,Yaounde,Immeuble Minepat,Marché d'Etoudi,10.0,7.241,1000.0,1150.0,1600.0,12h–13h,vert
1055,Yaounde,Santa Lucia Mvan,Tribunal d'Ekounou,11.0,6.81,1050.0,1350.0,1750.0,20h–21h,jaune
1056,Yaounde,Centre Pasteur,Ministère des Postes et des Télécommunications,7.0,1.627,550.0,700.0,900.0,08h–09h,vert
1057,Yaounde,Stade Ahmadou Ahidjo,Yaounde Omnisports,5.0,8.3,600.0,950.0,1250.0,12h–13h,jaune
1058,Yaounde,Odza Petit Marché,Lycée Bilingue d'Essos,35.0,10.603,2750.0,3000.0,4000.0,13h–14h,vert
1059,Yaounde,Awae Escalier,Avenue Germaine Ahidjo,28.0,7.086,1300.0,,,14h–15h,vert
1060,Yaounde,Marché d'Ekounou,Evasion Bar,8.0,2.172,750.0,,,16h–17h,jaune
1061,Yaounde,Chapelle Nsimeyong,Carrefour Kameni,2.0,2.698,800.0,900.0,1200.0,22h–23h,jaune
1062,Yaounde,Yaounde Omnisports,Rue 4.760,14.0,8.986,850.0,1450.0,1600.0,16h–17h,jaune
1063,Yaounde,Deuxième Carrefour Nkolbisson,Entrée Maetur Biteng-Okoui,57.0,13.684,3200.0,4350.0,,07h–08h,jaune
1064,Yaounde,Direction Générale de Camtel,Pharmacie du 20 Mai,5.0,0.141,800.0,900.0,950.0,18h–19h,jaune
1065,Yaounde,Mvog Ada,Hysacam,5.0,0.875,550.0,650.0,850.0,16h–17h,jaune
1066,Yaounde,Mvog Mbi,École Publique de Nkondengui,13.0,3.256,550.0,750.0,1150.0,14h–15h,vert
1067,Yaounde,Maison DAMAS,Nsimeyong,7.0,3.016,600.0,650.0,950.0,14h–15h,vert
1068,Yaounde,Polyclinique André Fouda,Fokou Omnisport,10.0,2.633,700.0,950.0,1250.0,07h–08h,vert
1069,Yaounde,Kazoo Dragage,Ancien Cinema,18.0,5.749,1250.0,,2600.0,12h–13h,jaune
1070,Yaounde,Laboratoire Meka,Eglise de Nyom 2,41.0,11.872,2850.0,5800.0,6000.0,16h–17h,vert
1071,Yaounde,Mfoundi Market B,Men travelL agence,9.0,3.747,700.0,950.0,1250.0,08h–09h,vert
1072,Yaounde,Etetak,Hôtel Cité Verte,9.0,1.878,1450.0,1550.0,1650.0,22h–23h,rouge
1073,Yaounde,Chambre de Commerce,Gendarmerie Nationale de Nkolmesseng,15.0,4.936,950.0,,,06h–07h,vert
1074,Yaounde,Tsinga,Tribunal d'Ekounou,15.0,9.011,3400.0,3650.0,,23h–24h,rouge
1075,Yaounde,DOVV Nkomo,Nkolbisson,47.0,9.828,3000.0,3350.0,,08h–09h,vert
1076,Yaounde,Chambre de Commerce,Fouda,6.0,1.885,650.0,750.0,,06h–07h,vert
1077,Yaounde,Canal Olympia,Nkolfoulou,39.0,16.144,2050.0,3050.0,5250.0,08h–09h,vert
1078,Yaounde,Fecafoot,Playce carrefour,6.0,14.636,500.0,550.0,700.0,02h–03h,gris
1079,Yaounde,Don Bosco Mimboman,College les Lauréats,12.0,7.032,550.0,700.0,1100.0,18h–19h,vert
1080,Yaounde,Marché Central,La Fierté,33.0,0.658,2450.0,2600.0,2850.0,06h–07h,jaune
1081,Yaounde,Playce carrefour,Paroisse Saint Esprit de Mvolye,16.0,6.037,1100.0,1550.0,2000.0,14h–15h,vert
1082,Yaounde,Rue 4.523,Chapelle Emombo,8.0,3.038,500.0,650.0,800.0,08h–09h,vert
1083,Yaounde,Santa Lucia Mvan,Université protestante d'afrique centrale,13.0,7.499,1000.0,1450.0,2000.0,05h–06h,vert
1084,Yaounde,Office du Baccalauréat,Nkolndongo,22.0,6.539,1200.0,1500.0,2400.0,11h–12h,vert
1085,Yaounde,Kazoo Dragage,Chapelle Elig Effa,28.0,6.937,1650.0,2250.0,2600.0,12h–13h,jaune
1086,Yaounde,Lycee de Biyemassi,Marché Manguiers,24.0,4.895,2650.0,2850.0,3100.0,15h–16h,jaune
1087,Yaounde,Rue 5.549,Bonanjo Plus,16.0,0.0,1650.0,1750.0,1950.0,13h–14h,jaune
1088,Yaounde,Nkolndongo,Olembe,33.0,60.998,2100.0,3100.0,5650.0,11h–12h,vert
1089,Yaounde,Sonel Nsam,Terminus Odza,39.0,19.414,1550.0,2350.0,3150.0,17h–18h,vert
1090,Yaounde,Biyem-Assi,La Saveur,22.0,5.746,2450.0,2650.0,2700.0,23h–24h,vert
1091,Yaounde,Hôpital de la Casse,La Table du Chef,14.0,2.739,1650.0,1800.0,1950.0,20h–21h,jaune
1092,Yaounde,Carrefour Bastos,Mimboman Terminus,16.0,6.688,800.0,1150.0,2050.0,02h–03h,vert
1093,Yaounde,Odza Petit Marché,Complexe Sportif Cnps,37.0,8.081,2300.0,3950.0,,13h–14h,vert
1094,Yaounde,Sapeur Mimboman,Don Bosco Mimboman,4.0,1.36,450.0,600.0,800.0,13h–14h,vert
1095,Yaounde,Odza Petit Marché,Xaviera Hôtel,7.0,1.739,850.0,900.0,1000.0,21h–22h,vert
1096,Yaounde,Rue 5.500,Santa Barbara Solen,13.0,8.212,850.0,1150.0,1450.0,18h–19h,vert
1097,Yaounde,Efoulan,Lycee Bilingue de Mimboman,37.0,9.396,1750.0,2250.0,3550.0,11h–12h,jaune
1098,Yaounde,Playce carrefour,Ngoa Ekele,11.0,8.229,650.0,900.0,1400.0,14h–15h,vert
1099,Yaounde,Cite Verte,Nkol Eton,20.0,6.106,900.0,1250.0,1900.0,20h–21h,orange
1100,Yaounde,Kazoo Dragage,Express Union Agence de Eleveur,26.0,5.749,2200.0,,,12h–13h,vert
1101,Yaounde,Nlongkak,Maarif Secondary Schools,28.0,4.309,1950.0,2250.0,3050.0,21h–22h,vert
1102,Yaounde,Rue de Kondengui,Carrossel Temple de la Culture,7.0,2.022,600.0,800.0,,13h–14h,vert
1103,Yaounde,Rue de Kondengui,Tatchexpress Avenue Germaine,8.0,2.666,700.0,900.0,1200.0,15h–16h,vert
1104,Yaounde,Odza Petit Marché,Yaounde Omnisports,28.0,17.617,1650.0,,3700.0,13h–14h,jaune
1105,Yaounde,Bastos,"Quifeurou, Emana",28.0,11.86,1500.0,1800.0,3050.0,18h–19h,vert
1106,Yaounde,Rue 5.549,Elise Bar,20.0,3.199,1900.0,,,13h–14h,jaune
1107,Yaounde,Kazoo Dragage,Marché 8eme,13.0,4.655,1700.0,2300.0,2400.0,12h–13h,vert
1108,Yaounde,Rue 5.549,Mansel Hôtel,18.0,3.32,1850.0,,2100.0,13h–14h,jaune
1109,Yaounde,Yoyo Bar,Marche d'Oyamabang,10.0,4.734,,,,inconnu,gris
1110,Yaounde,Rue 4.757,Tradex,7.0,5.398,700.0,,,12h–13h,vert
1111,Yaounde,Stade d'Olembé,Ecole Primaire Publique,8.0,24.204,550.0,,,13h–14h,jaune
1112,Yaounde,Carrefour Bastos,City Center,11.0,4.607,2250.0,2400.0,,22h–23h,vert
1113,Yaounde,Ministere des Finances,Ministère de la Justice,5.0,3.537,450.0,550.0,700.0,22h–23h,gris
1114,Yaounde,Odza Petit Marché,Direction Centrale du Trésor Ngoa Ekelle,23.0,8.396,1750.0,2300.0,,13h–14h,vert
1115,Yaounde,Lycee de Mballa 2,Mvog Ada,22.0,8.845,1050.0,1500.0,2350.0,12h–13h,vert
1116,Yaounde,Fecafoot,Fokou Etoudi,16.0,18.929,1400.0,1900.0,2450.0,17h–18h,vert
1117,Yaounde,Camp Sonel Essos,Omnisport Stadium annex1,9.0,3.898,800.0,950.0,,13h–14h,vert
1118,Yaounde,Laboratoire Meka,Niki Mokolo,14.0,3.981,1050.0,1400.0,1550.0,16h–17h,jaune
1119,Yaounde,Lycée de Mimboman,Shakespeare,6.0,1.446,600.0,600.0,700.0,19h–20h,jaune
1120,Yaounde,Playce carrefour,Monté Stade Malien,20.0,5.039,1200.0,1550.0,1950.0,14h–15h,vert
1121,Yaounde,Mimboman Terminus,Ba'aBa,11.0,3.819,900.0,1250.0,,06h–07h,vert
1122,Yaounde,Camp Sonel Essos,Pharmacie du Stade,10.0,2.162,4950.0,1050.0,,13h–14h,vert
1123,Yaounde,Chapelle Elig Effa,Elig Essono,10.0,4.87,1650.0,1800.0,1950.0,01h–02h,orange
1124,Yaounde,Embassy of Belgium in Yaoundé,Mairie De Yaoundé IV,18.0,4.592,1500.0,2050.0,2800.0,06h–07h,jaune
1125,Yaounde,Hôpital de la Casse,Efoulan,17.0,4.073,1400.0,1500.0,2000.0,20h–21h,vert
1126,Yaounde,Santa Lucia Mvan,Evasion Bar,24.0,7.984,1700.0,2100.0,2750.0,16h–17h,jaune
1127,Yaounde,Maison DAMAS,Tradex,4.0,8.148,550.0,700.0,800.0,14h–15h,vert
1128,Yaounde,Garranty Express Biyemassi,Gilead Médical Center,6.0,2.638,650.0,700.0,900.0,23h–24h,vert
1129,Yaounde,Djeuga Palace,Poste,6.0,1.635,550.0,650.0,900.0,09h–10h,vert
1130,Yaounde,Nlongkak,Ambassade République Populaire de Chine,18.0,2.305,800.0,,1450.0,03h–04h,jaune
1131,Yaounde,Odza Petit Marché,Mosquée de Ngousso,34.0,10.523,2900.0,3350.0,4350.0,13h–14h,vert
1132,Yaounde,Marché Mokolo,"Brigade, Mvog-Betsi",13.0,2.285,750.0,1000.0,1650.0,10h–11h,vert
1133,Yaounde,Lycee de Biyemassi,Vraie Eglise de Dieu du Cameroun Assb de Nkomkana,9.0,5.679,1600.0,,,14h–15h,vert
1134,Yaounde,Biyem-Assi,Lycee de Biyemassi,6.0,0.935,450.0,900.0,950.0,inconnu,vert
1135,Yaounde,Rue de Kondengui,École Publique Mfandena,13.0,7.229,850.0,1150.0,1450.0,15h–16h,vert
1136,Yaounde,Titi Garage,Stade Ahmadou Ahidjo,6.0,1.822,450.0,550.0,,08h–09h,vert
1137,Yaounde,Rond Point Nlongkak,Messa,11.0,4.822,700.0,1000.0,1300.0,12h–13h,vert
1138,Yaounde,Neptune Oil,Penalty Lounge cameroun,14.0,8.427,850.0,1150.0,1450.0,16h–17h,jaune
1139,Yaounde,Biyem-Assi,Middle School Mak Mbé,16.0,6.679,1050.0,1550.0,2100.0,02h–03h,vert
1140,Yaounde,Santa Lucia Mvan,Carrefour Ekounou,14.0,5.753,4950.0,1250.0,2050.0,20h–21h,vert
1141,Yaounde,Santa Lucia Mvan,Buca Voyage,6.0,2.044,900.0,1000.0,1100.0,21h–22h,jaune
1142,Yaounde,Playce carrefour,Odza Petit Marché,36.0,10.978,1650.0,2400.0,3850.0,14h–15h,vert
1143,Yaounde,Fontana Nsam,Sonel Nsam,6.0,12.987,500.0,,,16h–17h,vert
1144,Yaounde,Playce carrefour,Collège St Benoît De Mvolye,15.0,7.457,1050.0,1450.0,1850.0,14h–15h,vert
1145,Yaounde,Odza Petit Marché,Marché Madagascar,29.0,12.028,1850.0,2600.0,3850.0,14h–15h,jaune
1146,Yaounde,Calafatas,Aéroport de Yaoundé-Nsimalen,31.0,23.717,3700.0,5750.0,8950.0,03h–04h,vert
1147,Yaounde,Marché de Mvog Mbi,Marche de Mvog Mbi,4.0,0.0,650.0,850.0,1100.0,12h–13h,jaune
1148,Yaounde,Golf Club de Yaoundé,Boulangerie d'Essomba,24.0,4.152,1800.0,2600.0,3400.0,11h–12h,vert
1149,Yaounde,Carrefour Bastos,Aéroport International de Yaoundé-Nsimalen,45.0,26.159,4250.0,6550.0,10000.0,09h–10h,orange
1150,Yaounde,Rond Point Nlongkak,CongelCAM Manguier,9.0,2.172,550.0,700.0,900.0,12h–13h,vert
1151,Yaounde,Kazoo Dragage,Pharmacie du Verset,17.0,4.602,1250.0,,,12h–13h,vert
1152,Yaounde,Odza Petit Marché,Orca Yaoundé,30.0,11.643,1900.0,2600.0,3850.0,13h–14h,jaune
1153,Yaounde,Odza Petit Marché,Châtel Ekoumdoum,8.0,8.081,500.0,650.0,1050.0,13h–14h,vert
1154,Yaounde,Laboratoire Meka,Prison Centrale de Yaoundé,35.0,7.406,2050.0,2700.0,3100.0,18h–19h,jaune
1155,Yaounde,Auberge Bleu Odza,Centre Technique de la Fecafoot,14.0,8.304,1250.0,1450.0,2600.0,09h–10h,jaune
1156,Yaounde,Touristique Express,DOVV Nkomo,21.0,3.281,1500.0,,,11h–12h,jaune
1157,Yaounde,Evasion Bar,Obobogo Rails Entrée Ministre,24.0,10.254,1650.0,2250.0,,09h–10h,vert
1158,Yaounde,Chapelle Nsimeyong,Gendarmerie Nationale de Yaoundé 2,4.0,8.564,700.0,750.0,850.0,22h–23h,vert
1159,Yaounde,Playce carrefour,"Club France, efoulan",16.0,6.409,1150.0,1600.0,2100.0,14h–15h,vert
1160,Yaounde,Rue 5.562,Playce carrefour,29.0,2.776,1500.0,,2600.0,17h–18h,vert
1161,Yaounde,Paroisse Saint Esprit de Mvolye,L'Hybride,21.0,7.318,1150.0,1700.0,,16h–17h,vert
1162,Yaounde,Odza Petit Marché,Carrière Akak,53.0,26.248,3750.0,5650.0,10200.0,14h–15h,vert
1163,Yaounde,Carrefour Bastos,Eglise Catholique Chapelle Nlongkak,9.0,2.718,500.0,700.0,850.0,09h–10h,jaune
1164,Yaounde,Rue 5.549,Fond National de l'Emploi,20.0,1.759,1800.0,,,13h–14h,vert
1165,Yaounde,Gendarmerie Nationale-Légion du Centre,Carrefour Bastos,17.0,3.919,2450.0,2650.0,2800.0,03h–04h,vert
1166,Yaounde,Tradex,Nkolfoulou,8.0,15.954,900.0,1300.0,1900.0,13h–14h,vert
1167,Yaounde,Black and White,Ngousso Santa Lucia,30.0,5.87,1250.0,1800.0,,17h–18h,vert
1168,Yaounde,Chapelle Elig Effa,Maetur Nkomo,20.0,10.094,1950.0,2100.0,2950.0,01h–02h,jaune
1169,Yaounde,Tongolo,Fokou Etoudi,5.0,0.709,600.0,700.0,850.0,14h–15h,vert
1170,Yaounde,Petit Genie D'Ebom,Camp Tunisien,10.0,2.896,750.0,1000.0,1300.0,22h–23h,vert
1171,Yaounde,Rue 4.761,Afriland First Bank,5.0,0.0,600.0,,,00h–01h,gris
1172,Yaounde,Tsinga,Mairie de Yaound,13.0,2.467,1950.0,2350.0,3100.0,23h–24h,vert
1173,Yaounde,Titi Garage,Camp Sonel Essos,6.0,1.249,500.0,650.0,,08h–09h,vert
1174,Yaounde,Mvog Ada,Hôtel des Deputés,19.0,2.274,750.0,1050.0,1250.0,12h–13h,vert
1175,Yaounde,Yaounde Omnisports,Elise Bar,8.0,8.803,700.0,950.0,1200.0,16h–17h,vert
1176,Yaounde,Maison DAMAS,Camp SIC Biyem-Assi Acacias,10.0,3.395,800.0,1100.0,1450.0,14h–15h,vert
1177,Yaounde,Terminus,Ekounou Nkoayos,15.0,4.213,700.0,900.0,1750.0,12h–13h,jaune
1178,Yaounde,Carrefour Bastos,"Mairie de Yaoundé 5, Essos",13.0,4.033,900.0,1050.0,1400.0,02h–03h,vert
1179,Yaounde,Paroisse Saint Esprit de Mvolye,Playce carrefour,16.0,5.982,900.0,,1650.0,inconnu,vert
1180,Yaounde,Playce carrefour,Maison Du Parti Nkoldongo,14.0,3.503,1150.0,1300.0,1650.0,14h–15h,jaune
1181,Yaounde,Marché d'Etoudi,Fokou Etoudi,6.0,1.041,1100.0,1250.0,,13h–14h,jaune
1182,Yaounde,Jardin Zoo-Botanique de Mvog-Betsi,Centre de Santé Full Brith Melen,3.0,3.021,650.0,800.0,900.0,00h–01h,jaune
1183,Yaounde,Odza Petit Marché,Renaprov,26.0,4.864,1700.0,2500.0,3400.0,14h–15h,vert
1184,Yaounde,Playce carrefour,Nkomo Résidence Des Palmiers,30.0,9.004,1650.0,2400.0,3400.0,14h–15h,vert
1185,Yaounde,Mvolyé,Stade Militaire,9.0,3.737,550.0,750.0,1000.0,15h–16h,vert
1186,Yaounde,Rue de Kondengui,Fonds Spécial d'Equipement et d'Intervention Intercommunale,8.0,4.307,650.0,900.0,1150.0,14h–15h,vert
1187,Yaounde,Chapelle Manguiers,L'Hybride,18.0,5.772,1400.0,1700.0,2200.0,15h–16h,vert
1188,Yaounde,Etoa Meki,Complexe Beac,35.0,8.937,1550.0,2200.0,3450.0,11h–12h,vert
1189,Yaounde,Santa Lucia Mvan,Nsam Yogam,5.0,2.63,550.0,600.0,850.0,21h–22h,vert
1190,Yaounde,Playce carrefour,Omnisport Stadium annex1,19.0,2.794,900.0,1250.0,2000.0,14h–15h,vert
1191,Yaounde,Biyem-Assi,Ecole Publique de Mendong,10.0,3.596,1200.0,1250.0,1750.0,23h–24h,rouge
1192,Yaounde,Odza Petit Marché,Hôtel du Plateau,27.0,10.251,2450.0,2800.0,3700.0,13h–14h,vert
1193,Yaounde,Kazoo Dragage,"Emergence Bar Ancien Sixième, Yaoundé",17.0,4.966,1950.0,,,12h–13h,vert
1194,Yaounde,Carrefour Bastos,Dragage,9.0,3.968,550.0,700.0,1150.0,14h–15h,vert
1195,Yaounde,Nlongkak,Mairie De Yaoundé IV,15.0,6.897,1400.0,1550.0,2150.0,06h–07h,vert
1196,Yaounde,Entrée Maetur Biteng-Okoui,Titi Garage,22.0,4.829,1700.0,2150.0,,14h–15h,gris
1197,Yaounde,Etoa Meki,Camair Co,11.0,2.77,750.0,,,13h–14h,gris
1198,Yaounde,Morgue Chu,Emia,4.0,0.87,450.0,600.0,800.0,23h–24h,vert
1199,Yaounde,Hôpital de District d'Efoulan,Marché Mokolo,13.0,10.359,950.0,1350.0,,02h–03h,vert
1201,Yaounde,Odza Petit Marché,Petit Poisson,20.0,8.081,1400.0,2050.0,2650.0,13h–14h,vert
1202,Yaounde,Carrefour Market EKIE,Centre Medical de Radiologie et d'Imagerie de l'Omnisport,27.0,5.395,1300.0,1950.0,,09h–10h,vert
1203,Yaounde,Chapelle Obili,Lycée de Minkan,28.0,13.962,2100.0,3500.0,,01h–02h,vert
1204,Yaounde,Lycee de Biyemassi,Ecole Fustel De Coulanges,10.0,3.199,1800.0,1900.0,2050.0,15h–16h,jaune
1205,Yaounde,Camp SIC Olembé,Buca Voyage Yaounde,29.0,21.599,2600.0,3400.0,,23h–24h,vert
1206,Yaounde,Nkolndongo,Men travelL agence,14.0,4.557,1000.0,1400.0,1850.0,11h–12h,vert
1207,Yaounde,La Cave de Pakita,Charter Express,13.0,5.432,1150.0,1750.0,1900.0,21h–22h,vert
1208,Yaounde,Supermarché Casino,Dovv Supermarché,36.0,0.898,1500.0,2350.0,3950.0,09h–10h,vert
1209,Yaounde,Ahala,Fondation Chantal Biya,15.0,8.586,1050.0,1600.0,2200.0,02h–03h,vert
1210,Yaounde,Dépôt Guinness Ahala,Dakar,11.0,4481.43,950.0,1300.0,1700.0,21h–22h,vert
1211,Yaounde,Carrossel Temple de la Culture,Evasion Bar,7.0,4.05,600.0,1750.0,1900.0,16h–17h,vert
1212,Yaounde,Hôtel du Plateau,Lycee d'Anguissa,10.0,4.04,800.0,950.0,1000.0,11h–12h,vert
1213,Yaounde,Rue de Kondengui,Utams,9.0,6.471,700.0,950.0,1250.0,15h–16h,vert
1214,Yaounde,Odza Petit Marché,Lycée Bilingue d'Essos,34.0,10.603,1800.0,2700.0,,13h–14h,vert
1215,Yaounde,Biyem-Assi,Le Bliss,20.0,9.027,2650.0,2850.0,3000.0,23h–24h,vert
1216,Yaounde,Hôpital Gynéco-Obstétrique et Pédiatrique de Yaoundé,Carrefour Sorcier,2.0,1.167,500.0,600.0,850.0,18h–19h,vert
1217,Yaounde,Ekié Carrefour Six Morts,Carrefour Mbog-Abang,9.0,3.214,750.0,900.0,,20h–21h,vert
1218,Yaounde,Odza Petit Marché,Charter Express,27.0,13.473,1800.0,2500.0,,14h–15h,vert
1219,Yaounde,La Cave de Pakita,Safca,11.0,3.598,1600.0,1700.0,1800.0,21h–22h,vert
1220,Yaounde,Kazoo Dragage,Ecole Publique Mfandena,18.0,3.646,1450.0,,2100.0,12h–13h,jaune
1221,Yaounde,Carrefour Bastos,Mvolyé,23.0,8.632,1200.0,1700.0,2700.0,13h–14h,vert
1222,Yaounde,Rue Manfred Otto Fouda,Carrefour Bastos,24.0,4.019,1700.0,2200.0,2400.0,15h–16h,vert
1223,Yaounde,Gendarmerie Nationale-Légion du Centre,Lycée Général Leclerc,10.0,2.267,1350.0,1500.0,1550.0,03h–04h,jaune
1224,Yaounde,Marché d'Ekounou,Express Union,6.0,5.391,900.0,1050.0,1150.0,14h–15h,jaune
1225,Yaounde,Hôpital de District d'Efoulan,Rue 3.744,10.0,7.173,650.0,850.0,,02h–03h,vert
1226,Yaounde,Camp SIC Olembé,Maetur Mimboman,35.0,19.505,3400.0,,,09h–10h,vert
1227,Yaounde,Fecafoot,Marché Nkoleton,10.0,16.662,800.0,1050.0,1350.0,18h–19h,vert
1228,Yaounde,Deuxième Carrefour Nkolbisson,Chapelle Obili,27.0,6.727,1500.0,2000.0,,07h–08h,vert
1229,Yaounde,La Cave de Pakita,"Hôtel Tango, Elig Essono",6.0,1.774,1250.0,1400.0,1500.0,21h–22h,vert
